date,latest_flag,latest_purple,peak_flag,peak_severity,purple_any,n_updates,first_time,last_time,latest_label,peak_label,year,month_num,month,dow
2024-08-19,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2024,8,Aug,Monday
2024-08-20,Yellow,False,Yellow,2.0,False,1,10:03,10:03,Yellow,Yellow,2024,8,Aug,Tuesday
2024-08-21,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,8,Aug,Wednesday
2024-08-22,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,8,Aug,Thursday
2024-08-23,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,8,Aug,Friday
2024-08-24,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,8,Aug,Saturday
2024-08-25,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,8,Aug,Sunday
2024-08-26,Yellow,False,Yellow,2.0,False,1,11:19,11:19,Yellow,Yellow,2024,8,Aug,Monday
2024-08-27,Yellow,False,Yellow,2.0,False,1,10:07,10:07,Yellow,Yellow,2024,8,Aug,Tuesday
2024-08-28,Yellow,False,Yellow,2.0,False,1,10:01,10:01,Yellow,Yellow,2024,8,Aug,Wednesday
2024-08-29,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,8,Aug,Thursday
2024-08-30,Single Red,False,Single Red,3.0,False,2,10:00,13:21,Single Red,Single Red,2024,8,Aug,Friday
2024-08-31,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2024,8,Aug,Saturday
2024-09-01,Single Red,True,Single Red,3.0,True,2,10:00,16:09,Single Red + Purple,Single Red + Purple,2024,9,Sep,Sunday
2024-09-02,Yellow,True,Yellow,2.0,True,1,10:00,10:00,Yellow + Purple,Yellow + Purple,2024,9,Sep,Monday
2024-09-03,Yellow,True,Yellow,2.0,True,1,10:01,10:01,Yellow + Purple,Yellow + Purple,2024,9,Sep,Tuesday
2024-09-04,Yellow,True,Yellow,2.0,True,1,10:18,10:18,Yellow + Purple,Yellow + Purple,2024,9,Sep,Wednesday
2024-09-05,Yellow,True,Yellow,2.0,True,1,10:08,10:08,Yellow + Purple,Yellow + Purple,2024,9,Sep,Thursday
2024-09-06,Yellow,True,Yellow,2.0,True,1,10:18,10:18,Yellow + Purple,Yellow + Purple,2024,9,Sep,Friday
2024-09-07,Yellow,True,Yellow,2.0,True,1,10:32,10:32,Yellow + Purple,Yellow + Purple,2024,9,Sep,Saturday
2024-09-08,Yellow,True,Yellow,2.0,True,1,10:00,10:00,Yellow + Purple,Yellow + Purple,2024,9,Sep,Sunday
2024-09-09,Yellow,True,Yellow,2.0,True,1,10:01,10:01,Yellow + Purple,Yellow + Purple,2024,9,Sep,Monday
2024-09-10,Single Red,True,Single Red,3.0,True,1,10:05,10:05,Single Red + Purple,Single Red + Purple,2024,9,Sep,Tuesday
2024-09-11,Single Red,True,Single Red,3.0,True,1,10:00,10:00,Single Red + Purple,Single Red + Purple,2024,9,Sep,Wednesday
2024-09-12,Double Red,False,Double Red,4.0,False,1,10:00,10:00,Double Red,Double Red,2024,9,Sep,Thursday
2024-09-13,Single Red,False,Double Red,4.0,False,2,10:00,17:25,Single Red,Double Red,2024,9,Sep,Friday
2024-09-14,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2024,9,Sep,Saturday
2024-09-15,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,9,Sep,Sunday
2024-09-16,Yellow,False,Yellow,2.0,False,1,10:17,10:17,Yellow,Yellow,2024,9,Sep,Monday
2024-09-17,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,9,Sep,Tuesday
2024-09-18,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,9,Sep,Wednesday
2024-09-19,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,9,Sep,Thursday
2024-09-20,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,9,Sep,Friday
2024-09-21,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,9,Sep,Saturday
2024-09-22,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,9,Sep,Sunday
2024-09-23,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,9,Sep,Monday
2024-09-24,Yellow,False,Yellow,2.0,False,1,10:13,10:13,Yellow,Yellow,2024,9,Sep,Tuesday
2024-09-25,Double Red,False,Double Red,4.0,False,2,10:00,18:32,Double Red,Double Red,2024,9,Sep,Wednesday
2024-09-26,Double Red,False,Double Red,4.0,False,1,10:00,10:00,Double Red,Double Red,2024,9,Sep,Thursday
2024-09-28,Double Red,False,Double Red,4.0,False,1,10:00,10:00,Double Red,Double Red,2024,9,Sep,Saturday
2024-09-29,Double Red,False,Double Red,4.0,False,1,10:04,10:04,Double Red,Double Red,2024,9,Sep,Sunday
2024-09-30,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2024,9,Sep,Monday
2024-10-01,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,10,Oct,Tuesday
2024-10-02,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,10,Oct,Wednesday
2024-10-03,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,10,Oct,Thursday
2024-10-04,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,10,Oct,Friday
2024-10-05,Yellow,False,Yellow,2.0,False,1,10:39,10:39,Yellow,Yellow,2024,10,Oct,Saturday
2024-10-06,Yellow,False,Yellow,2.0,False,1,10:01,10:01,Yellow,Yellow,2024,10,Oct,Sunday
2024-10-07,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,10,Oct,Monday
2024-10-08,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,10,Oct,Tuesday
2024-10-09,Single Red,False,Single Red,3.0,False,1,10:01,10:01,Single Red,Single Red,2024,10,Oct,Wednesday
2024-10-10,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2024,10,Oct,Thursday
2024-10-11,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,10,Oct,Friday
2024-10-12,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,10,Oct,Saturday
2024-10-13,Yellow,False,Yellow,2.0,False,1,10:58,10:58,Yellow,Yellow,2024,10,Oct,Sunday
2024-10-14,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,10,Oct,Monday
2024-10-15,Yellow,False,Yellow,2.0,False,1,10:02,10:02,Yellow,Yellow,2024,10,Oct,Tuesday
2024-10-16,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,10,Oct,Wednesday
2024-10-17,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,10,Oct,Thursday
2024-10-18,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,10,Oct,Friday
2024-10-19,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,10,Oct,Saturday
2024-10-20,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,10,Oct,Sunday
2024-10-21,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,10,Oct,Monday
2024-10-22,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,10,Oct,Tuesday
2024-10-23,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,10,Oct,Wednesday
2024-10-24,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,10,Oct,Thursday
2024-10-25,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,10,Oct,Friday
2024-10-26,Yellow,False,Yellow,2.0,False,1,10:01,10:01,Yellow,Yellow,2024,10,Oct,Saturday
2024-10-27,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,10,Oct,Sunday
2024-10-28,Yellow,False,Yellow,2.0,False,1,10:03,10:03,Yellow,Yellow,2024,10,Oct,Monday
2024-10-29,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,10,Oct,Tuesday
2024-10-30,Yellow,False,Yellow,2.0,False,1,10:38,10:38,Yellow,Yellow,2024,10,Oct,Wednesday
2024-10-31,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2024,10,Oct,Thursday
2024-11-01,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2024,11,Nov,Friday
2024-11-02,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2024,11,Nov,Saturday
2024-11-03,Single Red,False,Single Red,3.0,False,1,09:00,09:00,Single Red,Single Red,2024,11,Nov,Sunday
2024-11-04,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2024,11,Nov,Monday
2024-11-05,Double Red,False,Double Red,4.0,False,1,10:02,10:02,Double Red,Double Red,2024,11,Nov,Tuesday
2024-11-06,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2024,11,Nov,Wednesday
2024-11-07,Single Red,False,Single Red,3.0,False,1,10:01,10:01,Single Red,Single Red,2024,11,Nov,Thursday
2024-11-08,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2024,11,Nov,Friday
2024-11-09,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2024,11,Nov,Saturday
2024-11-10,Single Red,False,Single Red,3.0,False,1,10:20,10:20,Single Red,Single Red,2024,11,Nov,Sunday
2024-11-11,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2024,11,Nov,Monday
2024-11-12,Single Red,False,Single Red,3.0,False,1,10:26,10:26,Single Red,Single Red,2024,11,Nov,Tuesday
2024-11-13,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2024,11,Nov,Wednesday
2024-11-14,Double Red,False,Double Red,4.0,False,1,10:00,10:00,Double Red,Double Red,2024,11,Nov,Thursday
2024-11-15,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2024,11,Nov,Friday
2024-11-16,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,11,Nov,Saturday
2024-11-17,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,11,Nov,Sunday
2024-11-18,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2024,11,Nov,Monday
2024-11-19,Double Red,False,Double Red,4.0,False,1,10:00,10:00,Double Red,Double Red,2024,11,Nov,Tuesday
2024-11-20,Double Red,False,Double Red,4.0,False,1,10:00,10:00,Double Red,Double Red,2024,11,Nov,Wednesday
2024-11-21,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2024,11,Nov,Thursday
2024-11-22,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2024,11,Nov,Friday
2024-11-24,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,11,Nov,Sunday
2024-11-25,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,11,Nov,Monday
2024-11-26,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2024,11,Nov,Tuesday
2024-11-27,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,11,Nov,Wednesday
2024-11-28,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2024,11,Nov,Thursday
2024-11-29,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,11,Nov,Friday
2024-11-30,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,11,Nov,Saturday
2024-12-01,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,12,Dec,Sunday
2024-12-04,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,12,Dec,Wednesday
2024-12-05,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2024,12,Dec,Thursday
2024-12-06,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,12,Dec,Friday
2024-12-07,Yellow,False,Yellow,2.0,False,1,12:52,12:52,Yellow,Yellow,2024,12,Dec,Saturday
2024-12-08,Yellow,False,Yellow,2.0,False,1,11:23,11:23,Yellow,Yellow,2024,12,Dec,Sunday
2024-12-09,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2024,12,Dec,Monday
2024-12-10,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2024,12,Dec,Tuesday
2024-12-11,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2024,12,Dec,Wednesday
2024-12-12,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,12,Dec,Thursday
2024-12-13,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,12,Dec,Friday
2024-12-14,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,12,Dec,Saturday
2024-12-15,Yellow,False,Yellow,2.0,False,1,10:17,10:17,Yellow,Yellow,2024,12,Dec,Sunday
2024-12-16,Yellow,False,Yellow,2.0,False,1,10:05,10:05,Yellow,Yellow,2024,12,Dec,Monday
2024-12-17,Yellow,False,Yellow,2.0,False,1,10:29,10:29,Yellow,Yellow,2024,12,Dec,Tuesday
2024-12-18,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,12,Dec,Wednesday
2024-12-19,Yellow,False,Yellow,2.0,False,1,10:56,10:56,Yellow,Yellow,2024,12,Dec,Thursday
2024-12-20,Yellow,False,Yellow,2.0,False,1,10:36,10:36,Yellow,Yellow,2024,12,Dec,Friday
2024-12-21,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,12,Dec,Saturday
2024-12-22,Yellow,False,Yellow,2.0,False,1,10:27,10:27,Yellow,Yellow,2024,12,Dec,Sunday
2024-12-23,Yellow,False,Yellow,2.0,False,1,10:30,10:30,Yellow,Yellow,2024,12,Dec,Monday
2024-12-24,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,12,Dec,Tuesday
2024-12-25,Yellow,False,Yellow,2.0,False,1,10:16,10:16,Yellow,Yellow,2024,12,Dec,Wednesday
2024-12-26,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2024,12,Dec,Thursday
2024-12-27,Single Red,False,Single Red,3.0,False,1,09:59,09:59,Single Red,Single Red,2024,12,Dec,Friday
2024-12-28,Single Red,False,Single Red,3.0,False,1,09:59,09:59,Single Red,Single Red,2024,12,Dec,Saturday
2024-12-29,Single Red,False,Single Red,3.0,False,1,10:24,10:24,Single Red,Single Red,2024,12,Dec,Sunday
2024-12-30,Single Red,False,Single Red,3.0,False,1,10:07,10:07,Single Red,Single Red,2024,12,Dec,Monday
2024-12-31,Single Red,False,Single Red,3.0,False,1,10:10,10:10,Single Red,Single Red,2024,12,Dec,Tuesday
2025-01-01,Yellow,False,Yellow,2.0,False,1,09:59,09:59,Yellow,Yellow,2025,1,Jan,Wednesday
2025-01-02,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2025,1,Jan,Thursday
2025-01-03,Yellow,False,Yellow,2.0,False,1,09:59,09:59,Yellow,Yellow,2025,1,Jan,Friday
2025-01-04,Yellow,False,Yellow,2.0,False,1,09:59,09:59,Yellow,Yellow,2025,1,Jan,Saturday
2025-01-05,Single Red,False,Single Red,3.0,False,1,10:06,10:06,Single Red,Single Red,2025,1,Jan,Sunday
2025-01-06,Double Red,False,Double Red,4.0,False,1,09:55,09:55,Double Red,Double Red,2025,1,Jan,Monday
2025-01-07,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2025,1,Jan,Tuesday
2025-01-08,Yellow,False,Yellow,2.0,False,1,10:05,10:05,Yellow,Yellow,2025,1,Jan,Wednesday
2025-01-09,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2025,1,Jan,Thursday
2025-01-10,Single Red,False,Single Red,3.0,False,1,10:01,10:01,Single Red,Single Red,2025,1,Jan,Friday
2025-01-11,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2025,1,Jan,Saturday
2025-01-12,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2025,1,Jan,Sunday
2025-01-13,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2025,1,Jan,Monday
2025-01-14,Yellow,False,Yellow,2.0,False,1,10:03,10:03,Yellow,Yellow,2025,1,Jan,Tuesday
2025-01-15,Yellow,False,Yellow,2.0,False,1,09:59,09:59,Yellow,Yellow,2025,1,Jan,Wednesday
2025-01-16,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2025,1,Jan,Thursday
2025-01-17,Yellow,False,Yellow,2.0,False,1,09:54,09:54,Yellow,Yellow,2025,1,Jan,Friday
2025-01-18,Single Red,False,Single Red,3.0,False,1,10:19,10:19,Single Red,Single Red,2025,1,Jan,Saturday
2025-01-19,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2025,1,Jan,Sunday
2025-01-20,Yellow,False,Yellow,2.0,False,1,09:59,09:59,Yellow,Yellow,2025,1,Jan,Monday
2025-01-21,Yellow,False,Yellow,2.0,False,1,10:02,10:02,Yellow,Yellow,2025,1,Jan,Tuesday
2025-01-22,Yellow,False,Yellow,2.0,False,1,10:16,10:16,Yellow,Yellow,2025,1,Jan,Wednesday
2025-01-23,Yellow,False,Yellow,2.0,False,1,10:15,10:15,Yellow,Yellow,2025,1,Jan,Thursday
2025-01-24,Yellow,False,Yellow,2.0,False,1,10:19,10:19,Yellow,Yellow,2025,1,Jan,Friday
2025-01-25,Yellow,False,Yellow,2.0,False,1,10:16,10:16,Yellow,Yellow,2025,1,Jan,Saturday
2025-01-26,Yellow,False,Yellow,2.0,False,1,11:02,11:02,Yellow,Yellow,2025,1,Jan,Sunday
2025-01-27,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2025,1,Jan,Monday
2025-01-28,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2025,1,Jan,Tuesday
2025-01-29,Yellow,False,Yellow,2.0,False,1,10:15,10:15,Yellow,Yellow,2025,1,Jan,Wednesday
2025-01-30,Yellow,False,Yellow,2.0,False,1,11:11,11:11,Yellow,Yellow,2025,1,Jan,Thursday
2025-01-31,Single Red,False,Single Red,3.0,False,1,10:05,10:05,Single Red,Single Red,2025,1,Jan,Friday
2025-02-01,Single Red,False,Single Red,3.0,False,1,10:05,10:05,Single Red,Single Red,2025,2,Feb,Saturday
2025-02-02,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2025,2,Feb,Sunday
2025-02-03,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2025,2,Feb,Monday
2025-02-04,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2025,2,Feb,Tuesday
2025-02-05,Yellow,False,Yellow,2.0,False,1,10:17,10:17,Yellow,Yellow,2025,2,Feb,Wednesday
2025-02-06,Yellow,False,Yellow,2.0,False,1,09:53,09:53,Yellow,Yellow,2025,2,Feb,Thursday
2025-02-07,Yellow,False,Yellow,2.0,False,1,10:44,10:44,Yellow,Yellow,2025,2,Feb,Friday
2025-02-08,Yellow,False,Yellow,2.0,False,1,10:09,10:09,Yellow,Yellow,2025,2,Feb,Saturday
2025-02-09,Yellow,False,Yellow,2.0,False,1,11:00,11:00,Yellow,Yellow,2025,2,Feb,Sunday
2025-02-10,Yellow,False,Yellow,2.0,False,1,10:01,10:01,Yellow,Yellow,2025,2,Feb,Monday
2025-02-11,Yellow,False,Yellow,2.0,False,1,09:59,09:59,Yellow,Yellow,2025,2,Feb,Tuesday
2025-02-12,Single Red,True,Single Red,3.0,True,2,10:14,10:34,Single Red + Purple,Single Red + Purple,2025,2,Feb,Wednesday
2025-02-13,Single Red,True,Single Red,3.0,True,1,10:16,10:16,Single Red + Purple,Single Red + Purple,2025,2,Feb,Thursday
2025-02-14,Yellow,True,Yellow,2.0,True,1,10:27,10:27,Yellow + Purple,Yellow + Purple,2025,2,Feb,Friday
2025-02-15,Single Red,True,Single Red,3.0,True,1,10:17,10:17,Single Red + Purple,Single Red + Purple,2025,2,Feb,Saturday
2025-02-16,Single Red,True,Single Red,3.0,True,1,10:16,10:16,Single Red + Purple,Single Red + Purple,2025,2,Feb,Sunday
2025-02-17,Yellow,False,Yellow,2.0,False,1,10:46,10:46,Yellow,Yellow,2025,2,Feb,Monday
2025-02-18,Yellow,False,Yellow,2.0,False,1,10:22,10:22,Yellow,Yellow,2025,2,Feb,Tuesday
2025-02-19,Yellow,False,Yellow,2.0,False,1,10:16,10:16,Yellow,Yellow,2025,2,Feb,Wednesday
2025-02-20,Yellow,False,Yellow,2.0,False,1,10:12,10:12,Yellow,Yellow,2025,2,Feb,Thursday
2025-02-21,Yellow,False,Yellow,2.0,False,1,10:15,10:15,Yellow,Yellow,2025,2,Feb,Friday
2025-02-22,Yellow,False,Yellow,2.0,False,1,10:07,10:07,Yellow,Yellow,2025,2,Feb,Saturday
2025-02-23,Yellow,False,Yellow,2.0,False,1,10:50,10:50,Yellow,Yellow,2025,2,Feb,Sunday
2025-02-24,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2025,2,Feb,Monday
2025-02-25,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2025,2,Feb,Tuesday
2025-02-26,Yellow,False,Yellow,2.0,False,1,10:17,10:17,Yellow,Yellow,2025,2,Feb,Wednesday
2025-02-27,Yellow,False,Yellow,2.0,False,1,10:15,10:15,Yellow,Yellow,2025,2,Feb,Thursday
2025-02-28,Yellow,False,Yellow,2.0,False,1,10:35,10:35,Yellow,Yellow,2025,2,Feb,Friday
2025-03-01,Yellow,False,Yellow,2.0,False,1,10:26,10:26,Yellow,Yellow,2025,3,Mar,Saturday
2025-03-02,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2025,3,Mar,Sunday
2025-03-03,Yellow,False,Yellow,2.0,False,1,10:19,10:19,Yellow,Yellow,2025,3,Mar,Monday
2025-03-04,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2025,3,Mar,Tuesday
2025-03-05,Double Red,False,Double Red,4.0,False,1,10:16,10:16,Double Red,Double Red,2025,3,Mar,Wednesday
2025-03-06,Single Red,False,Single Red,3.0,False,1,10:18,10:18,Single Red,Single Red,2025,3,Mar,Thursday
2025-03-08,Yellow,False,Yellow,2.0,False,1,10:02,10:02,Yellow,Yellow,2025,3,Mar,Saturday
2025-03-09,Yellow,False,Yellow,2.0,False,1,10:05,10:05,Yellow,Yellow,2025,3,Mar,Sunday
2025-03-10,Single Red,False,Single Red,3.0,False,1,10:01,10:01,Single Red,Single Red,2025,3,Mar,Monday
2025-03-11,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2025,3,Mar,Tuesday
2025-03-12,Yellow,False,Yellow,2.0,False,1,10:03,10:03,Yellow,Yellow,2025,3,Mar,Wednesday
2025-03-13,Single Red,False,Single Red,3.0,False,1,10:20,10:20,Single Red,Single Red,2025,3,Mar,Thursday
2025-03-14,Single Red,False,Single Red,3.0,False,1,10:19,10:19,Single Red,Single Red,2025,3,Mar,Friday
2025-03-15,Double Red,False,Double Red,4.0,False,1,10:03,10:03,Double Red,Double Red,2025,3,Mar,Saturday
2025-03-16,Double Red,False,Double Red,4.0,False,1,10:00,10:00,Double Red,Double Red,2025,3,Mar,Sunday
2025-03-17,Double Red,False,Double Red,4.0,False,1,10:00,10:00,Double Red,Double Red,2025,3,Mar,Monday
2025-03-18,Single Red,False,Single Red,3.0,False,1,10:18,10:18,Single Red,Single Red,2025,3,Mar,Tuesday
2025-03-19,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2025,3,Mar,Wednesday
2025-03-20,Double Red,False,Double Red,4.0,False,1,10:02,10:02,Double Red,Double Red,2025,3,Mar,Thursday
2025-03-21,Single Red,False,Single Red,3.0,False,1,11:01,11:01,Single Red,Single Red,2025,3,Mar,Friday
2025-03-22,Yellow,False,Yellow,2.0,False,1,09:58,09:58,Yellow,Yellow,2025,3,Mar,Saturday
2025-03-23,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2025,3,Mar,Sunday
2025-03-24,Yellow,False,Yellow,2.0,False,1,10:07,10:07,Yellow,Yellow,2025,3,Mar,Monday
2025-03-25,Yellow,False,Yellow,2.0,False,1,10:00,10:00,Yellow,Yellow,2025,3,Mar,Tuesday
2025-03-26,Yellow,False,Yellow,2.0,False,1,11:49,11:49,Yellow,Yellow,2025,3,Mar,Wednesday
2025-03-27,Yellow,False,Yellow,2.0,False,1,10:40,10:40,Yellow,Yellow,2025,3,Mar,Thursday
2025-03-28,Single Red,False,Single Red,3.0,False,1,10:17,10:17,Single Red,Single Red,2025,3,Mar,Friday
2025-03-29,Double Red,False,Double Red,4.0,False,1,10:07,10:07,Double Red,Double Red,2025,3,Mar,Saturday
2025-03-30,Double Red,False,Double Red,4.0,False,1,10:01,10:01,Double Red,Double Red,2025,3,Mar,Sunday
2025-03-31,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2025,3,Mar,Monday
2025-04-01,Single Red,False,Single Red,3.0,False,1,10:00,10:00,Single Red,Single Red,2025,4,Apr,Tuesday
2025-04-02,Single Red,False,Single Red,3.0,False,1,10:16,10:16,Single Red,Single Red,2025,4,Apr,Wednesday
2025-04-03,Double Red,False,Double Red,4.0,False,1,10:14,10:14,Double Red,Double Red,2025,4,Apr,Thursday
2025-04-04,Double Red,False,Double Red,4.0,False,1,10:07,10:07,Double Red,Double Red,2025,4,Apr,Friday
2025-04-05,Double Red,False,Double Red,4.0,False,1,10:19,10:19,Double Red,Double Red,2025,4,Apr,Saturday
2025-04-06,Double Red,False,Double Red,4.0,False,1,10:00,10:00,Double Red,Double Red,2025,4,Apr,Sunday
2025-04-07,Double Red,False,Double Red,4.0,False,1,10:00,10:00,Double Red,Double Red,2025,4,Apr,Monday
2025-04-08,Single Red,True,Single Red,3.0,True,1,10:11,10:11,Single Red + Purple,Single Red + Purple,2025,4,Apr,Tuesday
2025-04-09,Single Red,True,Single Red,3.0,True,1,10:00,10:00,Single Red + Purple,Single Red + Purple,2025,4,Apr,Wednesday
2025-04-10,Yellow,True,Yellow,2.0,True,1,09:57,09:57,Yellow + Purple,Yellow + Purple,2025,4,Apr,Thursday
2025-04-11,Yellow,True,Yellow,2.0,True,1,10:34,10:34,Yellow + Purple,Yellow + Purple,2025,4,Apr,Friday
2025-04-12,Yellow,True,Yellow,2.0,True,1,09:57,09:57,Yellow + Purple,Yellow + Purple,2025,4,Apr,Saturday
2025-04-13,Yellow,True,Yellow,2.0,True,1,10:08,10:08,Yellow + Purple,Yellow + Purple,2025,4,Apr,Sunday
